P,q,M1,logM1,M2,logM2,R1,logR1,R2,logR2,L1,logL1,L2,logL2,T1,logT1,T2,logT2,Type
0.3368,0.27,1.65,0.217483944,0.44,-0.356547324,1.75,0.243038049,2.45,0.389166084,9.12,0.959994838,1.673470175,0.223617977,7590,3.880241776,4200,3.62324929,EA
0.3394669,0.27,1.65,0.217483944,0.44,-0.356547324,1.75,0.243038049,2.45,0.389166084,9.12,0.959994838,1.673470175,0.223617977,7590,3.880241776,4200,3.62324929,EA
0.3367532,0.2,1.65,0.217483944,0.33,-0.48148606,1.75,0.243038049,3.9,0.591064607,9.12,0.959994838,4.240480027,0.627415022,7590,3.880241776,4200,3.62324929,EA
0.3368,0.2,1.65,0.217483944,0.33,-0.48148606,1.75,0.243038049,3.9,0.591064607,9.12,0.959994838,4.240480027,0.627415022,7590,3.880241776,4200,3.62324929,EA
3.305689,0.25,1.53,0.184691431,0.38,-0.420216403,2.84,0.45331834,3.09,0.489958479,10,1,2.66196761,0.425202767,7760,3.889861721,4200,3.62324929,EA
3.305689,0.25,1.53,0.184691431,0.38,-0.420216403,2.84,0.45331834,3.09,0.489958479,10,1,2.66196761,0.425202767,7760,3.889861721,4200,3.62324929,EA
0.2695671,0.15,1.75,0.243038049,0.26,-0.585026652,2.1,0.322219295,4.6,0.662757832,10,1,5.899313436,0.770801471,7760,3.889861721,4200,3.62324929,EA
0.3367532,0.15,1.75,0.243038049,0.26,-0.585026652,2.1,0.322219295,4.6,0.662757832,10,1,5.899313436,0.770801471,7760,3.889861721,4200,3.62324929,EA
0.2695671,0.18,1.9,0.278753601,0.34,-0.468521083,2.2,0.342422681,3.95,0.596597096,12.3,1.089905111,4.349907273,0.638479999,8100,3.908485019,4200,3.62324929,EA
0.34149157,0.18,1.9,0.278753601,0.34,-0.468521083,2.2,0.342422681,3.95,0.596597096,12.3,1.089905111,4.349907273,0.638479999,8100,3.908485019,4200,3.62324929,EA
0.327832,0.16,1.9,0.278753601,0.3,-0.522878745,1.9,0.278753601,4,0.602059991,12.3,1.089905111,4.460728496,0.649405791,8100,3.908485019,4200,3.62324929,EA
0.34149157,0.16,1.9,0.278753601,0.3,-0.522878745,1.9,0.278753601,4,0.602059991,12.3,1.089905111,4.460728496,0.649405791,8100,3.908485019,4200,3.62324929,EA
0.32146,0.15,1.9,0.278753601,0.28,-0.552841969,1.9,0.278753601,4.3,0.633468456,12.3,1.089905111,5.154929368,0.712222719,8100,3.908485019,4200,3.62324929,EA
0.327832,0.15,1.9,0.278753601,0.28,-0.552841969,1.9,0.278753601,4.3,0.633468456,12.3,1.089905111,5.154929368,0.712222719,8100,3.908485019,4200,3.62324929,EA
0.32146,0.14,1.9,0.278753601,0.26,-0.585026652,1.9,0.278753601,4.6,0.662757832,12.3,1.089905111,5.899313436,0.770801471,8100,3.908485019,4200,3.62324929,EA
0.3516,0.14,1.9,0.278753601,0.26,-0.585026652,1.9,0.278753601,4.6,0.662757832,12.3,1.089905111,5.899313436,0.770801471,8100,3.908485019,4200,3.62324929,EA
9.297164,0.25,1.9,0.278753601,0.48,-0.318758763,2.6,0.414973348,6.75,0.829303773,12.3,1.089905111,12.70262138,1.103893354,8100,3.908485019,4200,3.62324929,EA
9.297164,0.25,1.9,0.278753601,0.48,-0.318758763,2.6,0.414973348,6.75,0.829303773,12.3,1.089905111,12.70262138,1.103893354,8100,3.908485019,4200,3.62324929,EA
0.346546,0.18,2.05,0.311753861,0.37,-0.431798276,2,0.301029996,3.85,0.58546073,16.98,1.229937686,4.132446758,0.616207267,8600,3.934498451,4200,3.62324929,EA
0.3516,0.18,2.05,0.311753861,0.37,-0.431798276,2,0.301029996,3.85,0.58546073,16.98,1.229937686,4.132446758,0.616207267,8600,3.934498451,4200,3.62324929,EA
0.346546,0.16,2.05,0.311753861,0.33,-0.48148606,2,0.301029996,4,0.602059991,16.98,1.229937686,4.460728496,0.649405791,8600,3.934498451,4200,3.62324929,EA
0.3651667,0.16,2.05,0.311753861,0.33,-0.48148606,2,0.301029996,4,0.602059991,16.98,1.229937686,4.460728496,0.649405791,8600,3.934498451,4200,3.62324929,EA
0.3639207,0.15,2.05,0.311753861,0.31,-0.508638306,2,0.301029996,4.15,0.618048097,16.98,1.229937686,4.801556033,0.681382001,8600,3.934498451,4200,3.62324929,EA
0.3651667,0.15,2.05,0.311753861,0.31,-0.508638306,2,0.301029996,4.15,0.618048097,16.98,1.229937686,4.801556033,0.681382001,8600,3.934498451,4200,3.62324929,EA
0.3639207,0.25,2.05,0.311753861,0.5,-0.301029996,2,0.301029996,4.35,0.638489257,16.98,1.229937686,5.275508436,0.722264322,8600,3.934498451,4200,3.62324929,EA
0.44975201,0.25,2.05,0.311753861,0.5,-0.301029996,2,0.301029996,4.35,0.638489257,16.98,1.229937686,5.275508436,0.722264322,8600,3.934498451,4200,3.62324929,EA
0.44975201,0.29,2.05,0.311753861,0.6,-0.22184875,2,0.301029996,4.4,0.643452676,16.98,1.229937686,5.39748148,0.732191161,8600,3.934498451,4200,3.62324929,EA
0.46681,0.29,2.05,0.311753861,0.6,-0.22184875,2,0.301029996,4.4,0.643452676,16.98,1.229937686,5.39748148,0.732191161,8600,3.934498451,4200,3.62324929,EA
16.6817,0.36,2.05,0.311753861,0.74,-0.13076828,2.7,0.431363764,9.1,0.959041392,16.98,1.229937686,23.08705792,1.363368593,8600,3.934498451,4200,3.62324929,EA
16.6817,0.36,2.05,0.311753861,0.74,-0.13076828,2.7,0.431363764,9.1,0.959041392,16.98,1.229937686,23.08705792,1.363368593,8600,3.934498451,4200,3.62324929,EA
3.5409514,0.15,2.05,0.311753861,0.31,-0.508638306,2.75,0.439332694,10.8,1.033423755,16.98,1.229937686,32.51871074,1.512133319,8600,3.934498451,4200,3.62324929,EA
3.5409514,0.15,2.05,0.311753861,0.31,-0.508638306,2.75,0.439332694,10.8,1.033423755,16.98,1.229937686,32.51871074,1.512133319,8600,3.934498451,4200,3.62324929,EA
3.705654,0.15,2.2,0.342422681,0.33,-0.48148606,3,0.477121255,11.1,1.045322979,16.98,1.229937686,34.35039738,1.535931765,8600,3.934498451,4200,3.62324929,EA
3.705654,0.15,2.2,0.342422681,0.33,-0.48148606,3,0.477121255,11.1,1.045322979,16.98,1.229937686,34.35039738,1.535931765,8600,3.934498451,4200,3.62324929,EA
2.486044,0.15,2,0.301029996,0.3,-0.522878745,2.7,0.431363764,11.4,1.056904851,16.98,1.229937686,36.23226721,1.559095511,8600,3.934498451,4200,3.62324929,EA
2.486044,0.15,2,0.301029996,0.3,-0.522878745,2.7,0.431363764,11.4,1.056904851,16.98,1.229937686,36.23226721,1.559095511,8600,3.934498451,4200,3.62324929,EA
0.221,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
0.318865,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
0.318865,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
0.479,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
1.1461,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
1.3057,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
1.5489,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
1.842,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
2.7745,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
3.4522,0.21,2.7,0.431363764,0.6,-0.22184875,2,0.301029996,1.94,0.28780173,19.498446,1.29,1.047128548,0.02,8600,3.934498451,4200,3.62324929,EA
0.33363749,0.17,2.15,0.33243846,0.37,-0.431798276,2.4,0.380211242,3.9,0.591064607,23.99,1.380030248,4.240480027,0.627415022,8800,3.944482672,4200,3.62324929,EA
0.46681,0.17,2.15,0.33243846,0.37,-0.431798276,2.4,0.380211242,3.9,0.591064607,23.99,1.380030248,4.240480027,0.627415022,8800,3.944482672,4200,3.62324929,EA
0.33363749,0.16,2.15,0.33243846,0.34,-0.468521083,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.4233987,0.16,2.15,0.33243846,0.34,-0.468521083,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.41498088,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.41498088,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.4233987,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.4247,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4,0.602059991,23.99,1.380030248,4.460728496,0.649405791,8800,3.944482672,4200,3.62324929,EA
0.4247,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4.05,0.607455023,23.99,1.380030248,4.572943697,0.660195854,8800,3.944482672,4200,3.62324929,EA
0.6629146,0.26,2.15,0.33243846,0.56,-0.251811973,2,0.301029996,4.05,0.607455023,23.99,1.380030248,4.572943697,0.660195854,8800,3.944482672,4200,3.62324929,EA
0.3052,0.14,2.15,0.33243846,0.3,-0.522878745,2,0.301029996,4.1,0.612783857,23.99,1.380030248,4.686552876,0.670853521,8800,3.944482672,4200,3.62324929,EA
0.6629146,0.14,2.15,0.33243846,0.3,-0.522878745,2,0.301029996,4.1,0.612783857,23.99,1.380030248,4.686552876,0.670853521,8800,3.944482672,4200,3.62324929,EA
0.3040063,0.15,2.1,0.322219295,0.32,-0.494850022,2,0.301029996,4.1,0.612783857,23.99,1.380030248,4.686552876,0.670853521,8800,3.944482672,4200,3.62324929,EA
0.3052,0.15,2.1,0.322219295,0.32,-0.494850022,2,0.301029996,4.1,0.612783857,23.99,1.380030248,4.686552876,0.670853521,8800,3.944482672,4200,3.62324929,EA
0.3040063,0.25,2.15,0.33243846,0.54,-0.26760624,2,0.301029996,4.15,0.618048097,23.99,1.380030248,4.801556033,0.681382001,8800,3.944482672,4200,3.62324929,EA
0.3423253,0.25,2.15,0.33243846,0.54,-0.26760624,2,0.301029996,4.15,0.618048097,23.99,1.380030248,4.801556033,0.681382001,8800,3.944482672,4200,3.62324929,EA
0.34134848,0.28,2.15,0.33243846,0.6,-0.22184875,2,0.301029996,4.3,0.633468456,23.99,1.380030248,5.154929368,0.712222719,8800,3.944482672,4200,3.62324929,EA
0.3423253,0.28,2.15,0.33243846,0.6,-0.22184875,2,0.301029996,4.3,0.633468456,23.99,1.380030248,5.154929368,0.712222719,8800,3.944482672,4200,3.62324929,EA
0.33474,0.13,2.5,0.397940009,0.28,-0.552841969,2.2,0.342422681,4.3,0.633468456,23.99,1.380030248,5.154929368,0.712222719,8800,3.944482672,4200,3.62324929,EA
0.34134848,0.13,2.5,0.397940009,0.28,-0.552841969,2.2,0.342422681,4.3,0.633468456,23.99,1.380030248,5.154929368,0.712222719,8800,3.944482672,4200,3.62324929,EA
0.3326754,0.29,2.15,0.33243846,0.62,-0.207608311,2,0.301029996,4.35,0.638489257,23.99,1.380030248,5.275508436,0.722264322,8800,3.944482672,4200,3.62324929,EA
0.33474,0.29,2.15,0.33243846,0.62,-0.207608311,2,0.301029996,4.35,0.638489257,23.99,1.380030248,5.275508436,0.722264322,8800,3.944482672,4200,3.62324929,EA
0.3326754,0.2,2.15,0.33243846,0.43,-0.366531544,2,0.301029996,4.45,0.648360011,23.99,1.380030248,5.520848503,0.74200583,8800,3.944482672,4200,3.62324929,EA
0.3381606,0.2,2.15,0.33243846,0.43,-0.366531544,2,0.301029996,4.45,0.648360011,23.99,1.380030248,5.520848503,0.74200583,8800,3.944482672,4200,3.62324929,EA
0.3381606,0.3,2.15,0.33243846,0.65,-0.187086643,2,0.301029996,4.6,0.662757832,23.99,1.380030248,5.899313436,0.770801471,8800,3.944482672,4200,3.62324929,EA
0.3702248,0.3,2.15,0.33243846,0.65,-0.187086643,2,0.301029996,4.6,0.662757832,23.99,1.380030248,5.899313436,0.770801471,8800,3.944482672,4200,3.62324929,EA
0.36045101,0.33,2.15,0.33243846,0.71,-0.148741651,2,0.301029996,5,0.698970004,23.99,1.380030248,6.969888275,0.843225817,8800,3.944482672,4200,3.62324929,EA
0.3702248,0.33,2.15,0.33243846,0.71,-0.148741651,2,0.301029996,5,0.698970004,23.99,1.380030248,6.969888275,0.843225817,8800,3.944482672,4200,3.62324929,EA
0.36045101,0.35,2.15,0.33243846,0.75,-0.124938737,2,0.301029996,5.4,0.73239376,23.99,1.380030248,8.129677684,0.910073328,8800,3.944482672,4200,3.62324929,EA
0.3999866,0.35,2.15,0.33243846,0.75,-0.124938737,2,0.301029996,5.4,0.73239376,23.99,1.380030248,8.129677684,0.910073328,8800,3.944482672,4200,3.62324929,EA
0.3999866,0.36,2.15,0.33243846,0.77,-0.113509275,2,0.301029996,5.4,0.73239376,23.99,1.380030248,8.129677684,0.910073328,8800,3.944482672,4200,3.62324929,EA
0.4307794,0.36,2.15,0.33243846,0.77,-0.113509275,2,0.301029996,5.4,0.73239376,23.99,1.380030248,8.129677684,0.910073328,8800,3.944482672,4200,3.62324929,EA
2.164175,0.25,2.15,0.33243846,0.54,-0.26760624,2.8,0.447158031,7.3,0.86332286,23.99,1.380030248,14.85701385,1.171931528,8800,3.944482672,4200,3.62324929,EA
2.164175,0.25,2.15,0.33243846,0.54,-0.26760624,2.8,0.447158031,7.3,0.86332286,23.99,1.380030248,14.85701385,1.171931528,8800,3.944482672,4200,3.62324929,EA
0.4307794,0.13,2.25,0.352182518,0.29,-0.537602002,2.1,0.322219295,4.15,0.618048097,30.9,1.489958479,4.801556033,0.681382001,9300,3.968482949,4200,3.62324929,EA
0.4384196,0.13,2.25,0.352182518,0.29,-0.537602002,2.1,0.322219295,4.15,0.618048097,30.9,1.489958479,4.801556033,0.681382001,9300,3.968482949,4200,3.62324929,EA
0.4384196,0.14,2.4,0.380211242,0.34,-0.468521083,3,0.477121255,3.85,0.58546073,38.02,1.580012113,4.132446758,0.616207267,9700,3.986771734,4200,3.62324929,EA
0.4651678,0.14,2.4,0.380211242,0.34,-0.468521083,3,0.477121255,3.85,0.58546073,38.02,1.580012113,4.132446758,0.616207267,9700,3.986771734,4200,3.62324929,EA
1.6735251,0.3,2.4,0.380211242,0.72,-0.142667504,3.05,0.484299839,8.75,0.942008053,38.02,1.580012113,21.34528284,1.329301914,9700,3.986771734,4200,3.62324929,EA
1.6735251,0.3,2.4,0.380211242,0.72,-0.142667504,3.05,0.484299839,8.75,0.942008053,38.02,1.580012113,21.34528284,1.329301914,9700,3.986771734,4200,3.62324929,EA
1.26838965,0.15,2.4,0.380211242,0.36,-0.443697499,3.1,0.491361694,9.9,0.995635195,38.02,1.580012113,27.32474999,1.436556197,9700,3.986771734,4200,3.62324929,EA
1.26838965,0.15,2.4,0.380211242,0.36,-0.443697499,3.1,0.491361694,9.9,0.995635195,38.02,1.580012113,27.32474999,1.436556197,9700,3.986771734,4200,3.62324929,EA
0.34966511,0.24,2.6,0.414973348,0.62,-0.207608311,2.3,0.361727836,4.5,0.653212514,63.09573445,1.8,5.645609503,0.751710835,10404,4.017200344,4200,3.62324929,EA
0.4651678,0.24,2.6,0.414973348,0.62,-0.207608311,2.3,0.361727836,4.5,0.653212514,63.09573445,1.8,5.645609503,0.751710835,10404,4.017200344,4200,3.62324929,EA
1.7188,0.1,2.8,0.447158031,0.28,-0.552841969,3.4,0.531478917,12.8,1.10720997,72,1.857332496,45.6778598,1.659705747,10700,4.029383778,4200,3.62324929,EA
1.7188,0.1,2.8,0.447158031,0.28,-0.552841969,3.4,0.531478917,12.8,1.10720997,72,1.857332496,45.6778598,1.659705747,10700,4.029383778,4200,3.62324929,EA
1.92257,0.995082441,4.913602273,0.6914,4.875284901,0.688,52.11947111,1.717,67.62386672,1.8301,1030.38612,3.013,1291.219274,3.111,4539.416167,3.657,4207.266284,3.624,EA
1.09402,0.62,1.39,0.1430148,0.86,-0.065501549,2.09,0.320146286,3.68,0.565847819,4.46,0.649334859,3.78,0.5774918,5830,3.765668555,4210,3.624282096,EA
6.51973,0.62,1.39,0.1430148,0.86,-0.065501549,2.09,0.320146286,3.68,0.565847819,4.46,0.649334859,3.78,0.5774918,5830,3.765668555,4210,3.624282096,EA
2.10839,1.926952141,0.832913689,-0.0794,0.70307232,-0.153,0.845084235,-0.0731,0.717959589,-0.1439,0.329609712,-0.482,0.144543977,-0.84,4753.352259,3.677,4216.965034,3.625,EA
6.72,0.4,3.93,0.59439255,1.57,0.195899652,3.39,0.530199698,7.8,0.892094603,40.39,1.606273853,17.16,1.234517284,7950,3.900367129,4230,3.626340367,EA
8.569,0.4,3.93,0.59439255,1.57,0.195899652,3.39,0.530199698,7.8,0.892094603,40.39,1.606273853,17.16,1.234517284,7950,3.900367129,4230,3.626340367,EA
0.3766,0.58,1.26,0.100370545,0.74,-0.13076828,1.41,0.149219113,0.89,-0.050609993,1.72,0.235528447,0.23,-0.638272164,5590,3.747411808,4250,3.62838893,EA
8.569,0.58,1.26,0.100370545,0.74,-0.13076828,1.41,0.149219113,0.89,-0.050609993,1.72,0.235528447,0.23,-0.638272164,5590,3.747411808,4250,3.62838893,EA
0.722378,0.72,1.08,0.033423755,0.79,-0.102372909,1.3,0.113943352,3.22,0.507855872,1.68,0.225309282,3.02,0.480006943,5790,3.762678564,4260,3.629409599,EA
4.77916,0.72,1.08,0.033423755,0.79,-0.102372909,1.3,0.113943352,3.22,0.507855872,1.68,0.225309282,3.02,0.480006943,5790,3.762678564,4260,3.629409599,EA
