P,q,M1,logM1,M2,logM2,R1,logR1,R2,logR2,L1,logL1,L2,logL2,T1,logT1,T2,logT2,Type
3.332821,0.35,2.15,0.33243846,0.75,-0.124938737,2,0.301029996,3.35,0.525044807,23.99,1.380030248,8.17604529,0.912543289,8800,3.944482672,5340,3.727541257,EA
3.332821,0.4,2.15,0.33243846,0.86,-0.065501549,2.4,0.380211242,4,0.602059991,23.99,1.380030248,11.65664733,1.066573657,8800,3.944482672,5340,3.727541257,EA
4.006307,0.4,2.15,0.33243846,0.86,-0.065501549,2.4,0.380211242,4,0.602059991,23.99,1.380030248,11.65664733,1.066573657,8800,3.944482672,5340,3.727541257,EA
21.466,0.2,2.15,0.33243846,0.43,-0.366531544,2.85,0.45484486,4.6,0.662757832,23.99,1.380030248,15.41591609,1.187969338,8800,3.944482672,5340,3.727541257,EA
21.466,0.2,2.15,0.33243846,0.43,-0.366531544,2.85,0.45484486,4.6,0.662757832,23.99,1.380030248,15.41591609,1.187969338,8800,3.944482672,5340,3.727541257,EA
73.562,0.25,2.15,0.33243846,0.54,-0.26760624,2.85,0.45484486,4.65,0.667452953,23.99,1.380030248,15.75286605,1.19735958,8800,3.944482672,5340,3.727541257,EA
73.562,0.25,2.15,0.33243846,0.54,-0.26760624,2.85,0.45484486,4.65,0.667452953,23.99,1.380030248,15.75286605,1.19735958,8800,3.944482672,5340,3.727541257,EA
38.6365,0.25,2.15,0.33243846,0.54,-0.26760624,2.85,0.45484486,4.7,0.672097858,23.99,1.380030248,16.09345872,1.20664939,8800,3.944482672,5340,3.727541257,EA
38.6365,0.25,2.15,0.33243846,0.54,-0.26760624,2.85,0.45484486,4.7,0.672097858,23.99,1.380030248,16.09345872,1.20664939,8800,3.944482672,5340,3.727541257,EA
62.6197,0.3,2.15,0.33243846,0.64,-0.193820026,2.8,0.447158031,5,0.698970004,23.99,1.380030248,18.21351145,1.260393683,8800,3.944482672,5340,3.727541257,EA
62.6197,0.3,2.15,0.33243846,0.64,-0.193820026,2.8,0.447158031,5,0.698970004,23.99,1.380030248,18.21351145,1.260393683,8800,3.944482672,5340,3.727541257,EA
20.064,0.15,2.15,0.33243846,0.32,-0.494850022,2.35,0.371067862,6.05,0.781755375,23.99,1.380030248,26.66640211,1.425964424,8800,3.944482672,5340,3.727541257,EA
20.064,0.15,2.15,0.33243846,0.32,-0.494850022,2.35,0.371067862,6.05,0.781755375,23.99,1.380030248,26.66640211,1.425964424,8800,3.944482672,5340,3.727541257,EA
4.006307,0.15,2.25,0.352182518,0.34,-0.468521083,2.1,0.322219295,1.6,0.204119983,30.9,1.489958479,1.865063572,0.27069364,9300,3.968482949,5340,3.727541257,EA
4.70901,0.15,2.25,0.352182518,0.34,-0.468521083,2.1,0.322219295,1.6,0.204119983,30.9,1.489958479,1.865063572,0.27069364,9300,3.968482949,5340,3.727541257,EA
4.70901,0.27,2.25,0.352182518,0.6,-0.22184875,2.1,0.322219295,2.5,0.397940009,30.9,1.489958479,4.553377863,0.658333692,9300,3.968482949,5340,3.727541257,EA
5.014489,0.27,2.25,0.352182518,0.6,-0.22184875,2.1,0.322219295,2.5,0.397940009,30.9,1.489958479,4.553377863,0.658333692,9300,3.968482949,5340,3.727541257,EA
0.9333668,0.32,2.25,0.352182518,0.72,-0.142667504,2.1,0.322219295,3.1,0.491361694,30.9,1.489958479,7.001273801,0.845177062,9300,3.968482949,5340,3.727541257,EA
5.014489,0.32,2.25,0.352182518,0.72,-0.142667504,2.1,0.322219295,3.1,0.491361694,30.9,1.489958479,7.001273801,0.845177062,9300,3.968482949,5340,3.727541257,EA
0.9333668,0.38,2.25,0.352182518,0.85,-0.070581074,2.1,0.322219295,4,0.602059991,30.9,1.489958479,11.65664733,1.066573657,9300,3.968482949,5340,3.727541257,EA
0.9879127,0.38,2.25,0.352182518,0.85,-0.070581074,2.1,0.322219295,4,0.602059991,30.9,1.489958479,11.65664733,1.066573657,9300,3.968482949,5340,3.727541257,EA
4.3968025,0.18,2.7,0.431363764,0.5,-0.301029996,3,0.477121255,4.64,0.666517981,30.9,1.489958479,15.68518464,1.195489636,9300,3.968482949,5340,3.727541257,EA
4.3968025,0.18,2.7,0.431363764,0.5,-0.301029996,3,0.477121255,4.64,0.666517981,30.9,1.489958479,15.68518464,1.195489636,9300,3.968482949,5340,3.727541257,EA
0.9879127,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,2.2,0.342422681,38.02,1.580012113,3.526135817,0.547299036,9700,3.986771734,5340,3.727541257,EA
3.064,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,2.2,0.342422681,38.02,1.580012113,3.526135817,0.547299036,9700,3.986771734,5340,3.727541257,EA
1.7340179,0.25,2.37,0.374748346,0.59,-0.229147988,2.18,0.338456494,2.27,0.356025857,38.02,1.580012113,3.754096126,0.574505389,9700,3.986771734,5340,3.727541257,EA
1.7340179,0.25,2.37,0.374748346,0.59,-0.229147988,2.18,0.338456494,2.27,0.356025857,38.02,1.580012113,3.754096126,0.574505389,9700,3.986771734,5340,3.727541257,EA
3.064,0.18,2.4,0.380211242,0.43,-0.366531544,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
3.08791,0.18,2.4,0.380211242,0.43,-0.366531544,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
1.497998,0.2,2.4,0.380211242,0.48,-0.318758763,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
3.08791,0.2,2.4,0.380211242,0.48,-0.318758763,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
1.497998,0.25,2.4,0.380211242,0.6,-0.22184875,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
1.835575,0.25,2.4,0.380211242,0.6,-0.22184875,2.2,0.342422681,2.3,0.361727836,38.02,1.580012113,3.853979023,0.585909346,9700,3.986771734,5340,3.727541257,EA
1.835575,0.2,2.4,0.380211242,0.48,-0.318758763,2.2,0.342422681,2.4,0.380211242,38.02,1.580012113,4.196393038,0.622876158,9700,3.986771734,5340,3.727541257,EA
3.22563,0.2,2.4,0.380211242,0.48,-0.318758763,2.2,0.342422681,2.4,0.380211242,38.02,1.580012113,4.196393038,0.622876158,9700,3.986771734,5340,3.727541257,EA
3.22563,0.21,2.4,0.380211242,0.5,-0.301029996,2.2,0.342422681,2.45,0.389166084,38.02,1.580012113,4.373064099,0.640785843,9700,3.986771734,5340,3.727541257,EA
3.71306,0.21,2.4,0.380211242,0.5,-0.301029996,2.2,0.342422681,2.45,0.389166084,38.02,1.580012113,4.373064099,0.640785843,9700,3.986771734,5340,3.727541257,EA
3.5293,0.3,2.4,0.380211242,0.72,-0.142667504,2.2,0.342422681,3.2,0.505149978,38.02,1.580012113,7.46025429,0.872753631,9700,3.986771734,5340,3.727541257,EA
3.71306,0.3,2.4,0.380211242,0.72,-0.142667504,2.2,0.342422681,3.2,0.505149978,38.02,1.580012113,7.46025429,0.872753631,9700,3.986771734,5340,3.727541257,EA
3.5293,0.09,2.4,0.380211242,0.22,-0.657577319,2.5,0.397940009,3.95,0.596597096,38.02,1.580012113,11.3670525,1.055647866,9700,3.986771734,5340,3.727541257,EA
3.71274,0.09,2.4,0.380211242,0.22,-0.657577319,2.5,0.397940009,3.95,0.596597096,38.02,1.580012113,11.3670525,1.055647866,9700,3.986771734,5340,3.727541257,EA
3.71274,0.37,2.4,0.380211242,0.89,-0.050609993,2.2,0.342422681,4.2,0.62324929,38.02,1.580012113,12.85145368,1.108952255,9700,3.986771734,5340,3.727541257,EA
4.10112,0.37,2.4,0.380211242,0.89,-0.050609993,2.2,0.342422681,4.2,0.62324929,38.02,1.580012113,12.85145368,1.108952255,9700,3.986771734,5340,3.727541257,EA
3.3355899,0.38,2.4,0.380211242,0.91,-0.040958608,2.2,0.342422681,4.4,0.643452676,38.02,1.580012113,14.10454327,1.149359027,9700,3.986771734,5340,3.727541257,EA
4.10112,0.38,2.4,0.380211242,0.91,-0.040958608,2.2,0.342422681,4.4,0.643452676,38.02,1.580012113,14.10454327,1.149359027,9700,3.986771734,5340,3.727541257,EA
18.435,0.2,2.4,0.380211242,0.48,-0.318758763,3.05,0.484299839,4.85,0.685741739,38.02,1.580012113,17.13709292,1.233937152,9700,3.986771734,5340,3.727541257,EA
18.435,0.2,2.4,0.380211242,0.48,-0.318758763,3.05,0.484299839,4.85,0.685741739,38.02,1.580012113,17.13709292,1.233937152,9700,3.986771734,5340,3.727541257,EA
31.9415,0.26,2.4,0.380211242,0.62,-0.207608311,3.05,0.484299839,4.9,0.69019608,38.02,1.580012113,17.4922564,1.242845834,9700,3.986771734,5340,3.727541257,EA
31.9415,0.26,2.4,0.380211242,0.62,-0.207608311,3.05,0.484299839,4.9,0.69019608,38.02,1.580012113,17.4922564,1.242845834,9700,3.986771734,5340,3.727541257,EA
3.3355899,0.28,2.4,0.380211242,0.67,-0.173925197,3.1,0.491361694,5,0.698970004,38.02,1.580012113,18.21351145,1.260393683,9700,3.986771734,5340,3.727541257,EA
4.994511,0.28,2.4,0.380211242,0.67,-0.173925197,3.1,0.491361694,5,0.698970004,38.02,1.580012113,18.21351145,1.260393683,9700,3.986771734,5340,3.727541257,EA
74.64,0.3,2.4,0.380211242,0.72,-0.142667504,2.2,0.342422681,5.4,0.73239376,38.02,1.580012113,21.24423976,1.327241194,9700,3.986771734,5340,3.727541257,EA
74.64,0.3,2.4,0.380211242,0.72,-0.142667504,2.2,0.342422681,5.4,0.73239376,38.02,1.580012113,21.24423976,1.327241194,9700,3.986771734,5340,3.727541257,EA
4.994511,0.25,2.8,0.447158031,0.7,-0.15490196,2.42,0.383815366,3.15,0.498310554,72,1.857332496,7.228942695,0.859074782,10700,4.029383778,5340,3.727541257,EA
5.6738,0.25,2.8,0.447158031,0.7,-0.15490196,2.42,0.383815366,3.15,0.498310554,72,1.857332496,7.228942695,0.859074782,10700,4.029383778,5340,3.727541257,EA
2.65088031,0.25,2.8,0.447158031,0.7,-0.15490196,2.42,0.383815366,3.16,0.499687083,72,1.857332496,7.274913597,0.86182784,10700,4.029383778,5340,3.727541257,EA
2.65088031,0.25,2.8,0.447158031,0.7,-0.15490196,2.42,0.383815366,3.16,0.499687083,72,1.857332496,7.274913597,0.86182784,10700,4.029383778,5340,3.727541257,EA
12.3317,0.2,2.5,0.397940009,0.5,-0.301029996,2.3,0.361727836,4.9,0.69019608,72,1.857332496,17.4922564,1.242845834,10700,4.029383778,5340,3.727541257,EA
12.3317,0.2,2.5,0.397940009,0.5,-0.301029996,2.3,0.361727836,4.9,0.69019608,72,1.857332496,17.4922564,1.242845834,10700,4.029383778,5340,3.727541257,EA
5.29023,0.36,2.8,0.447158031,1,0,3,0.477121255,4.9,0.69019608,72,1.857332496,17.4922564,1.242845834,10700,4.029383778,5340,3.727541257,EA
5.6738,0.36,2.8,0.447158031,1,0,3,0.477121255,4.9,0.69019608,72,1.857332496,17.4922564,1.242845834,10700,4.029383778,5340,3.727541257,EA
5.29023,0.14,3.25,0.511883361,0.46,-0.337242168,2.65,0.423245874,2.3,0.361727836,155,2.190331698,3.853979023,0.585909346,12300,4.089905111,5340,3.727541257,EA
6.68717,0.14,3.25,0.511883361,0.46,-0.337242168,2.65,0.423245874,2.3,0.361727836,155,2.190331698,3.853979023,0.585909346,12300,4.089905111,5340,3.727541257,EA
3.779167,0.23,3.25,0.511883361,0.75,-0.124938737,2.65,0.423245874,3.4,0.531478917,155,2.190331698,8.421927695,0.925411509,12300,4.089905111,5340,3.727541257,EA
6.68717,0.23,3.25,0.511883361,0.75,-0.124938737,2.65,0.423245874,3.4,0.531478917,155,2.190331698,8.421927695,0.925411509,12300,4.089905111,5340,3.727541257,EA
3.0795,0.28,3.25,0.511883361,0.9,-0.045757491,2.65,0.423245874,4.2,0.62324929,155,2.190331698,12.85145368,1.108952255,12300,4.089905111,5340,3.727541257,EA
3.779167,0.28,3.25,0.511883361,0.9,-0.045757491,2.65,0.423245874,4.2,0.62324929,155,2.190331698,12.85145368,1.108952255,12300,4.089905111,5340,3.727541257,EA
3.0795,0.35,3.25,0.511883361,1.15,0.06069784,2.65,0.423245874,6,0.77815125,155,2.190331698,26.22745649,1.418756175,12300,4.089905111,5340,3.727541257,EA
4.83068,0.35,3.25,0.511883361,1.15,0.06069784,2.65,0.423245874,6,0.77815125,155,2.190331698,26.22745649,1.418756175,12300,4.089905111,5340,3.727541257,EA
1.620842,0.37,3.25,0.511883361,1.2,0.079181246,3.2,0.505149978,6.2,0.792391689,155,2.190331698,28.00509521,1.447237053,12300,4.089905111,5340,3.727541257,EA
4.83068,0.37,3.25,0.511883361,1.2,0.079181246,3.2,0.505149978,6.2,0.792391689,155,2.190331698,28.00509521,1.447237053,12300,4.089905111,5340,3.727541257,EA
1.620842,0.41,3.2,0.505149978,1.3,0.113943352,2.65,0.423245874,6.6,0.819543936,155,2.190331698,31.73522235,1.501541546,12300,4.089905111,5340,3.727541257,EA
3.35,0.41,3.2,0.505149978,1.3,0.113943352,2.65,0.423245874,6.6,0.819543936,155,2.190331698,31.73522235,1.501541546,12300,4.089905111,5340,3.727541257,EA
3.35,0.45,3.85,0.58546073,1.75,0.243038049,4.25,0.62838893,9.6,0.982271233,302,2.480006943,67.14228861,1.826996141,14000,4.146128036,5340,3.727541257,EA
4.1636,0.45,3.85,0.58546073,1.75,0.243038049,4.25,0.62838893,9.6,0.982271233,302,2.480006943,67.14228861,1.826996141,14000,4.146128036,5340,3.727541257,EA
4.01557,0.27,5,0.698970004,1.35,0.130333768,5,0.698970004,7.2,0.857332496,589,2.770115295,37.76753734,1.577118667,15700,4.195899652,5340,3.727541257,EA
4.1636,0.27,5,0.698970004,1.35,0.130333768,5,0.698970004,7.2,0.857332496,589,2.770115295,37.76753734,1.577118667,15700,4.195899652,5340,3.727541257,EA
1.586,0.47,5.2,0.716003344,2.46,0.390935107,4.06,0.608526034,6.12,0.786751422,121.43,2.084325995,27.43,1.438225808,9550,3.980003372,5350,3.728353782,EA
16.1076,0.47,5.2,0.716003344,2.46,0.390935107,4.06,0.608526034,6.12,0.786751422,121.43,2.084325995,27.43,1.438225808,9550,3.980003372,5350,3.728353782,EA
0.717763,0.3,7.52,0.876217841,2.26,0.354108439,2.89,0.460897843,5.23,0.718501689,69.84,1.844104231,20.17,1.304705898,9870,3.994317153,5360,3.72916479,EA
2.04336,0.3,7.52,0.876217841,2.26,0.354108439,2.89,0.460897843,5.23,0.718501689,69.84,1.844104231,20.17,1.304705898,9870,3.994317153,5360,3.72916479,EA
3.90742,0.28,1.45,0.161368002,0.41,-0.387216143,1.6,0.204119983,1.8,0.255272505,7.24,0.859738566,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
4.01557,0.28,1.45,0.161368002,0.41,-0.387216143,1.6,0.204119983,1.8,0.255272505,7.24,0.859738566,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.221214,0.25,1.75,0.243038049,0.44,-0.356547324,1.8,0.255272505,1.5,0.176091259,10,1,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.90742,0.25,1.75,0.243038049,0.44,-0.356547324,1.8,0.255272505,1.5,0.176091259,10,1,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.221214,0.33,1.9,0.278753601,0.62,-0.207608311,1.9,0.278753601,1.8,0.255272505,12.3,1.089905111,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
4.28885,0.33,1.9,0.278753601,0.62,-0.207608311,1.9,0.278753601,1.8,0.255272505,12.3,1.089905111,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.21218,0.15,2.05,0.311753861,0.31,-0.508638306,2,0.301029996,3.1,0.491361694,16.98,1.229937686,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
4.28885,0.15,2.05,0.311753861,0.31,-0.508638306,2,0.301029996,3.1,0.491361694,16.98,1.229937686,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.21218,0.34,2.15,0.33243846,0.73,-0.13667714,2,0.301029996,2.65,0.423245874,23.99,1.380030248,0.55,-0.259637311,8800,3.944482672,5380,3.730782276,EA
3.2831415,0.34,2.15,0.33243846,0.73,-0.13667714,2,0.301029996,2.65,0.423245874,23.99,1.380030248,0.55,-0.259637311,8800,3.944482672,5380,3.730782276,EA
1.1727363,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
1.1727363,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
1.587292,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
1.587292,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
2.556136,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
2.556136,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
2.84885,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
2.84885,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.364012,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
3.364012,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
4.467224,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
4.467224,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
7.6407613,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
7.6407613,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
10.36922,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
10.36922,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
17.13952,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
17.13952,0.4,2.4,0.380211242,0.96,-0.017728767,2.5,0.397940009,1.05,0.021189299,38.02,1.580012113,0.55,-0.259637311,5170,3.713490543,5380,3.730782276,EA
1.61765,0.76,3.02,0.480006943,2.29,0.359835482,5.8,0.763427994,10.13,1.005609445,39.93,1.60129931,76.41,1.8831502,8280,3.918030337,5380,3.730782276,EA
2.42463,0.76,3.02,0.480006943,2.29,0.359835482,5.8,0.763427994,10.13,1.005609445,39.93,1.60129931,76.41,1.8831502,8280,3.918030337,5380,3.730782276,EA
1.465398,0.78,1.12,0.049218023,0.86,-0.065501549,1.75,0.243038049,1.75,0.243038049,3.82,0.582063363,1.98,0.29666519,6130,3.787460475,5390,3.731588765,EA
2.75836,0.78,1.12,0.049218023,0.86,-0.065501549,1.75,0.243038049,1.75,0.243038049,3.82,0.582063363,1.98,0.29666519,6130,3.787460475,5390,3.731588765,EA
0.9351,0.74,1.49,0.173186268,1.11,0.045322979,1.34,0.127104798,1.6,0.204119983,4.44,0.64738297,1.94,0.28780173,7260,3.860936621,5410,3.733197265,EA
15.338,0.74,1.49,0.173186268,1.11,0.045322979,1.34,0.127104798,1.6,0.204119983,4.44,0.64738297,1.94,0.28780173,7260,3.860936621,5410,3.733197265,EA
2.60428,0.75,3.01,0.478566496,2.25,0.352182518,2.44,0.387389826,3.09,0.489958479,42.64,1.629817196,7.26,0.860936621,9480,3.976808337,5410,3.733197265,EA
30.1856,0.75,3.01,0.478566496,2.25,0.352182518,2.44,0.387389826,3.09,0.489958479,42.64,1.629817196,7.26,0.860936621,9480,3.976808337,5410,3.733197265,EA
0.4162,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.52239,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.568012,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.676037,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.702527,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.761875,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.791581,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
0.80624,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
1.26125,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
21.202,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
46.853,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
261.943,0.4,5,0.698970004,2,0.301029996,2.62,0.418301291,2.98,0.474216264,64.48,1.809425029,6.71,0.82672252,10160,4.006893708,5410,3.733197265,EA
2.1966,0.87,1.07,0.029383778,0.93,-0.031517051,1.06,0.025305865,0.99,-0.004364805,0.98,-0.008773924,0.75,-0.124938737,5610,3.748962861,5420,3.733999287,EA
3406,0.87,1.07,0.029383778,0.93,-0.031517051,1.06,0.025305865,0.99,-0.004364805,0.98,-0.008773924,0.75,-0.124938737,5610,3.748962861,5420,3.733999287,EA
0.415,0.933684179,0.995405417,-0.002,0.92939429,-0.0318,1.101032149,0.0418,0.970733461,-0.0129,1.06632268,0.027888646,0.735340771,-0.133511354,5597.576015,3.748,5432.503315,3.735,EA
2.34515,0.61,1.85,0.267171728,1.13,0.053078443,5.27,0.721810615,4.97,0.696356389,22.3,1.348304863,19.13,1.28171497,5490,3.739572344,5440,3.7355989,EA
137.939,0.61,1.85,0.267171728,1.13,0.053078443,5.27,0.721810615,4.97,0.696356389,22.3,1.348304863,19.13,1.28171497,5490,3.739572344,5440,3.7355989,EA
3.2831415,0.28,1.16,0.064457989,0.32,-0.494850022,1.27,0.103803721,1.48,0.170261715,1.95,0.290034611,1.731402683,0.238398086,6180,3.790988475,5450,3.736396502,EA
3.3065,0.28,1.16,0.064457989,0.32,-0.494850022,1.27,0.103803721,1.48,0.170261715,1.95,0.290034611,1.731402683,0.238398086,6180,3.790988475,5450,3.736396502,EA
3.3065,0.45,1.25,0.096910013,0.56,-0.251811973,1.37,0.136720567,1.05,0.021189299,3.63,0.559906625,0.87147163,-0.059746746,6550,3.8162413,5450,3.736396502,EA
3.32695,0.45,1.25,0.096910013,0.56,-0.251811973,1.37,0.136720567,1.05,0.021189299,3.63,0.559906625,0.87147163,-0.059746746,6550,3.8162413,5450,3.736396502,EA
0.5559862,0.45,1.25,0.096910013,0.56,-0.251811973,1.37,0.136720567,1.06,0.025305865,3.63,0.559906625,0.888150135,-0.051513614,6550,3.8162413,5450,3.736396502,EA
0.5559862,0.45,1.25,0.096910013,0.56,-0.251811973,1.37,0.136720567,1.06,0.025305865,3.63,0.559906625,0.888150135,-0.051513614,6550,3.8162413,5450,3.736396502,EA
3.32695,0.53,1.25,0.096910013,0.66,-0.180456064,1.4,0.146128036,1.5,0.176091259,3.63,0.559906625,1.77851353,0.250057174,6550,3.8162413,5450,3.736396502,EA
3.3402,0.53,1.25,0.096910013,0.66,-0.180456064,1.4,0.146128036,1.5,0.176091259,3.63,0.559906625,1.77851353,0.250057174,6550,3.8162413,5450,3.736396502,EA
3.3402,0.21,1.45,0.161368002,0.3,-0.522878745,1.6,0.204119983,1.15,0.06069784,7.24,0.859738566,1.045370731,0.019270336,7220,3.858537198,5450,3.736396502,EA
3.3869,0.21,1.45,0.161368002,0.3,-0.522878745,1.6,0.204119983,1.15,0.06069784,7.24,0.859738566,1.045370731,0.019270336,7220,3.858537198,5450,3.736396502,EA
3.3869,0.29,1.45,0.161368002,0.42,-0.37675071,1.6,0.204119983,1.15,0.06069784,7.24,0.859738566,1.045370731,0.019270336,7220,3.858537198,5450,3.736396502,EA
3.40302,0.29,1.45,0.161368002,0.42,-0.37675071,1.6,0.204119983,1.15,0.06069784,7.24,0.859738566,1.045370731,0.019270336,7220,3.858537198,5450,3.736396502,EA
3.32613,0.4,1.45,0.161368002,0.58,-0.236572006,1.6,0.204119983,1.3,0.113943352,7.24,0.859738566,1.335861274,0.12576136,7220,3.858537198,5450,3.736396502,EA
3.40302,0.4,1.45,0.161368002,0.58,-0.236572006,1.6,0.204119983,1.3,0.113943352,7.24,0.859738566,1.335861274,0.12576136,7220,3.858537198,5450,3.736396502,EA
3.32613,0.39,1.46,0.164352856,0.57,-0.244125144,1.6,0.204119983,1.35,0.130333768,7.24,0.859738566,1.44059596,0.158542192,7220,3.858537198,5450,3.736396502,EA
3.3685757,0.39,1.46,0.164352856,0.57,-0.244125144,1.6,0.204119983,1.35,0.130333768,7.24,0.859738566,1.44059596,0.158542192,7220,3.858537198,5450,3.736396502,EA
3.3685757,0.4,1.45,0.161368002,0.58,-0.236572006,1.6,0.204119983,1.35,0.130333768,7.24,0.859738566,1.44059596,0.158542192,7220,3.858537198,5450,3.736396502,EA
3.52,0.4,1.45,0.161368002,0.58,-0.236572006,1.6,0.204119983,1.35,0.130333768,7.24,0.859738566,1.44059596,0.158542192,7220,3.858537198,5450,3.736396502,EA
